Date,SYM,PX_LAST,a,Month
3/15/2024,SPY,509.83,1,2024-03
3/18/2024,SPY,512.86,1,2024-03
3/19/2024,SPY,515.71,1,2024-03
3/20/2024,SPY,520.48,1,2024-03
3/21/2024,SPY,522.2,1,2024-03
3/22/2024,SPY,521.21,1,2024-03
3/25/2024,SPY,519.77,1,2024-03
3/26/2024,SPY,518.81,1,2024-03
3/27/2024,SPY,523.17,1,2024-03
3/28/2024,SPY,523.07,1,2024-03
4/1/2024,SPY,522.16,1,2024-04
4/2/2024,SPY,518.84,1,2024-04
4/3/2024,SPY,519.41,1,2024-04
4/4/2024,SPY,513.07,1,2024-04
4/5/2024,SPY,518.43,1,2024-04
4/8/2024,SPY,518.72,1,2024-04
4/9/2024,SPY,519.32,1,2024-04
4/10/2024,SPY,514.12,1,2024-04
